federal_state,administrative_district,district,verb,municipality,city,postal_code,area_m2,total_population,male_population,female_population,population_density_km2,municipality_type,rental_level,average_price_m2,price_index_housing_costs,longitude,latitude,Population_Difference,male_to_female_ratio
1,0,56,48,48,Tornesch,25436,20.61,14350,6998,7352,696,0.0,4.0,3240.0,109.4,9.711965,53.697658,-354,0.9518498367791077
14,5,22,5119,360,Mittweida,9648,41.26,14332,7126,7206,347,0.0,5.0,1565.0786679220182,110.3,13.0219,51.051083,-80,0.9888981404385234
9,3,75,174,174,Neutraubling,93073,9.75,14295,7095,7200,1466,0.0,2.0,3685.528072733723,110.5,12.200936,48.990294,-105,0.9854166666666667
6,5,33,3,3,Bad Camberg,65520,54.6,14294,6968,7326,262,0.0,1.0,2559.5,109.8,8.265932,50.29812,-358,0.9511329511329512
9,1,75,122,122,Grafing b.München,85567,29.58,14285,6999,7286,483,0.0,1.0,2767.2856486840537,110.5,11.966103,48.045389,-287,0.9606093878671425
6,5,31,11,11,Lich,35423,77.61,14218,6936,7282,183,0.0,4.0,2583.5,109.8,8.81911,50.519349,-346,0.9524855808843724
3,3,57,5408,57,Zeven,27404,74.13,14216,7159,7057,192,0.0,7.0,2119.798500580284,110.0,9.170931,53.302593,102,1.0144537338812527
14,7,30,230,230,Oschatz,4758,55.44,14195,6938,7257,256,0.0,3.0,1034.0,110.3,13.127338,51.386506,-319,0.95604244178035
5,1,54,24,24,Kalkar,47546,88.2,14191,7033,7158,161,0.0,1.0,1947.1973102036936,110.4,6.287776,51.737225,-125,0.9825370215143895
8,1,19,44,44,Murrhardt,71540,71.15,14180,7042,7138,199,0.0,1.0,2894.0,109.5,9.579648,48.980867,-96,0.9865508545811151
3,1,55,12,12,Uslar,37170,113.59,14174,7008,7166,125,0.0,2.0,2065.08638033193,110.0,9.635001,51.660912,-158,0.9779514373430086
14,6,28,60,60,Dippoldiswalde,1744,103.99,14161,6986,7175,136,0.0,1.0,1749.5,110.3,13.666852,50.896593,-189,0.9736585365853658
15,0,91,145,145,Jessen (Elster),6917,352.29,14158,7031,7127,40,0.0,1.0,1261.9623256447667,110.7,12.954825,51.790085,-96,0.9865300968149291
12,0,66,176,176,Lauchhammer,1979,89.3,14143,6945,7198,158,0.0,2.0,1210.0,110.7,13.762113,51.494487,-253,0.9648513475965546
9,2,79,122,122,Landau a.d.Isar,94405,84.4,14121,7074,7047,167,0.0,1.0,2513.0356486840537,110.5,12.691842,48.666545,27,1.003831417624521
12,0,68,468,468,Wittstock/Dosse,16909,420.23,14104,6959,7145,34,0.0,2.0,1415.954749694436,110.7,12.364917,53.145062,-186,0.9739678096571028
14,5,24,120,120,Hohenstein-Ernstthal,9337,18.58,14092,6778,7314,758,0.0,3.0,1838.3438198226722,110.3,12.637568,50.845071,-536,0.9267158873393492
6,6,32,18,18,Rotenburg a. d. Fulda,36199,79.97,14066,6894,7172,176,0.0,1.0,1458.0,109.8,9.724701,50.996422,-278,0.9612381483547128
7,3,32,24,24,Grünstadt,67269,18.09,14057,6892,7165,777,0.0,6.0,3031.8793995698943,109.8,8.162374,49.564892,-273,0.9618981158408932
15,0,88,205,205,Leuna,6237,87.85,14011,6992,7019,159,0.0,4.0,1716.439597793782,110.7,12.024179,51.323779,-27,0.9961532981906255
14,5,21,530,530,Schneeberg,8289,23.35,13994,7027,6967,599,0.0,2.0,1225.0,110.3,12.644409,50.594426,60,1.0086120281326252
1,0,57,91,91,Schwentinental,24223,17.81,13993,6723,7270,786,0.0,3.0,3070.2987734994385,109.4,10.238223,54.282411,-547,0.9247592847317744
6,4,31,16,16,Lorsch,64653,25.24,13989,6797,7192,554,0.0,6.0,3334.0,109.8,8.567793,49.653854,-395,0.9450778642936596
6,6,32,3,3,Bebra,36179,93.71,13983,6948,7035,149,0.0,1.0,1733.4172793215403,109.8,9.794171,50.970041,-87,0.9876332622601279
6,4,37,6,6,Erbach,64711,61.52,13977,6802,7175,227,0.0,2.0,3164.5,109.8,8.99268,49.657653,-373,0.9480139372822299
12,0,61,316,316,Lübben (Spreewald) / Lubin (Błota),15907,120.85,13966,6695,7271,116,0.0,2.0,1610.954749694436,110.7,13.896595,51.942032,-576,0.9207811855315637
9,7,75,162,162,Vöhringen,89269,23.69,13933,6833,7100,588,0.0,3.0,3163.0,110.5,10.076052,48.277272,-267,0.9623943661971831
9,5,72,135,135,Höchstadt a.d.Aisch,91315,70.87,13931,6936,6995,197,0.0,5.0,2535.7553448827384,110.5,10.805721,49.70285,-59,0.9915654038598999
6,5,31,6,6,Grünberg,35305,89.22,13930,6822,7108,156,0.0,2.0,1828.1597033712096,109.8,8.959065,50.592526,-286,0.9597636465953855
6,5,32,1,1,Aßlar,35614,43.57,13924,6845,7079,320,0.0,4.0,1948.0,109.8,8.464722,50.5893,-234,0.9669444836841362
9,7,75,164,164,Weißenhorn,89264,53.72,13913,6978,6935,259,0.0,2.0,2386.028072733723,110.5,10.160072,48.304461,43,1.00620043258832
6,6,34,14,14,Melsungen,34212,63.09,13906,6886,7020,220,0.0,1.0,2030.5,109.8,9.543745,51.131059,-134,0.9809116809116809
9,7,77,5748,121,Buchloe,86807,36.18,13904,6901,7003,384,0.0,2.0,2376.028072733723,110.5,10.723757,48.035957,-102,0.9854348136512923
14,5,24,5118,190,Meerane,8393,19.81,13888,6721,7167,701,0.0,3.0,1027.5,110.3,12.460898,50.815499,-446,0.9377703362634296
3,4,59,5401,30,Quakenbrück,49610,17.96,13884,6832,7052,773,0.0,4.0,2733.321228431276,110.0,7.956372,52.675863,-220,0.968803176403857
8,2,15,5006,66,Philippsburg,76661,50.54,13882,7073,6809,275,0.0,2.0,2788.0,109.5,8.453544,49.236173,264,1.0387722132471728
6,5,35,11,11,Lauterbach (Hessen),36341,101.98,13880,6741,7139,136,0.0,1.0,1799.9172793215403,109.8,9.397967,50.635729,-398,0.9442498949432694
8,3,17,5002,26,Ettenheim,77955,48.8,13871,6856,7015,284,0.0,2.0,3045.5,109.5,7.812984,48.254555,-159,0.9773342836778333
9,5,76,127,127,Hilpoltstein,91161,89.72,13868,7018,6850,155,0.0,4.0,2447.762920833069,110.5,11.188846,49.190711,168,1.0245255474452555
6,5,32,21,21,Solms,35606,34.02,13862,6893,6969,407,0.0,1.0,1826.0,109.8,8.405659,50.538809,-76,0.989094561630076
6,4,35,2,2,Bad Soden-Salmünster,63628,58.59,13823,6841,6982,236,0.0,3.0,2328.902127420879,109.8,9.372421,50.275248,-141,0.9798052134059009
9,6,74,147,147,Haßfurt,97437,52.66,13818,6826,6992,262,0.0,4.0,2606.262920833069,110.5,10.506648,50.031494,-166,0.976258581235698
15,0,83,531,531,Wanzleben-Börde,39164,188.15,13813,6886,6927,73,0.0,1.0,1206.5,110.7,11.445377,52.060628,-41,0.9940811318030893
9,7,74,150,150,Krumbach (Schwaben),86381,44.64,13807,6776,7031,309,0.0,2.0,2406.278072733723,110.5,10.360594,48.242164,-255,0.963732043806002
3,4,53,11,11,Löningen,49624,143.52,13796,6908,6888,96,0.0,2.0,1724.5,110.0,7.757443,52.735274,20,1.0029036004645762
6,4,36,2,2,Eppstein,65817,24.19,13758,6691,7067,569,0.0,2.0,2637.9097033712096,109.8,8.396967,50.140666,-376,0.9467949625017688
8,1,15,5004,24,Holzgerlingen,71088,13.39,13750,6718,7032,1027,0.0,5.0,4282.5,109.5,9.011719,48.637131,-314,0.9553469852104665
14,5,22,150,150,Frankenberg/Sa.,9669,65.62,13750,6776,6974,210,0.0,4.0,1365.0862438723489,110.3,13.030777,50.910034,-198,0.9716088328075709
9,1,76,123,123,Eichstätt,85072,47.79,13714,6640,7074,287,0.0,3.0,2685.5204967833924,110.5,11.185203,48.891094,-434,0.9386485722363584
6,5,34,4,4,Biedenkopf,35216,90.31,13703,6823,6880,152,0.0,3.0,1507.0,109.8,8.531086,50.910424,-57,0.9917151162790697
12,0,73,8,8,Angermünde,16278,324.23,13692,6567,7125,42,0.0,1.0,1258.4623256447667,110.7,14.003142,53.017304,-558,0.9216842105263158
13,0,73,5353,10,Bergen auf Rügen,18528,51.49,13689,6577,7112,266,0.0,2.0,2281.0,111.0,13.430633,54.417301,-535,0.9247750281214848
15,0,86,40,40,Genthin,39307,230.87,13685,6741,6944,59,0.0,2.0,1683.704749694436,110.7,12.154669,52.405987,-203,0.9707661290322581
16,0,77,5052,43,Schmölln,4626,94.53,13684,6742,6942,145,0.0,5.0,1123.0,110.9,12.319799,50.947653,-200,0.9711898588303083
15,0,87,220,220,Hettstedt,6333,36.93,13678,6691,6987,370,0.0,1.0,1816.7123256447667,110.7,11.51366,51.645013,-296,0.9576356089881208
5,5,70,40,40,Sendenhorst,48324,96.95,13671,6743,6928,141,0.0,6.0,2540.0,110.4,7.82746,51.84466,-185,0.973296766743649
8,3,26,3,3,Bad Dürrheim,78073,62.08,13659,6581,7078,220,0.0,4.0,2642.3795360294826,109.5,8.530554,48.022026,-497,0.9297824244136762
8,4,37,5004,88,Pfullendorf,88630,90.5,13616,6714,6902,150,0.0,3.0,2451.5,109.5,9.255547,47.923774,-188,0.9727615184004637
6,5,31,12,12,Linden,35440,22.77,13583,6773,6810,597,0.0,3.0,2299.902127420879,109.8,8.652659,50.530078,-37,0.9945668135095448
8,2,26,5005,56,Neckargemünd,69151,26.16,13576,6613,6963,519,0.0,3.0,2761.637111979806,109.5,8.7973,49.394478,-350,0.9497343099238834
15,0,83,411,411,Oebisfelde-Weferlingen,39646,249.36,13566,6834,6732,54,0.0,1.0,1381.0,110.7,10.986962,52.435124,102,1.0151515151515151
9,4,72,175,175,Pegnitz,91257,99.98,13561,6730,6831,136,0.0,2.0,2387.778072733723,110.5,11.544194,49.756304,-101,0.985214463475333
8,1,18,3,3,Asperg,71679,5.8,13559,6715,6844,2338,0.0,3.0,4628.0,109.5,9.135236,48.905309,-129,0.9811513734658095
3,4,54,19,19,Haselünne,49740,159.43,13552,6672,6880,85,0.0,1.0,1950.8439562822605,110.0,7.486718,52.67361,-208,0.9697674418604652
3,3,51,4,4,Bergen,29303,164.39,13532,6664,6868,82,0.0,5.0,1474.0,110.0,9.962303,52.809523,-204,0.9702970297029703
8,3,27,5004,46,Spaichingen,78549,18.5,13531,6764,6767,731,0.0,4.0,3036.3795360294826,109.5,8.739277,48.073153,-3,0.999556672085119
9,2,77,138,138,Pfarrkirchen,84347,52.35,13522,6680,6842,258,0.0,2.0,2563.5,110.5,12.937787,48.432193,-162,0.9763227126571178
3,2,54,5,5,Bad Salzdetfurth,31162,67.18,13520,6619,6901,201,0.0,1.0,2011.0939562822605,110.0,10.007627,52.063403,-282,0.9591363570497029
8,1,28,5004,115,Tauberbischofsheim,97941,69.29,13513,6707,6806,195,0.0,2.0,2365.0,109.5,9.662778,49.622047,-99,0.9854540111666177
3,4,52,25,25,Wiesmoor,26639,82.94,13502,6524,6978,163,0.0,4.0,1974.3212284312758,110.0,7.739544,53.417153,-454,0.9349383777586701
6,6,33,28,28,Wolfhagen,34466,112.29,13493,6722,6771,120,0.0,2.0,1414.0,109.8,9.169659,51.326016,-49,0.9927632550583371
5,9,70,28,28,Bad Laasphe,57334,135.95,13467,6778,6689,99,0.0,2.0,1754.189734253363,110.4,8.41223,50.927285,89,1.0133054268201525
9,5,75,153,153,Neustadt a.d.Aisch,91413,61.21,13419,6532,6887,219,0.0,4.0,2561.262920833069,110.5,10.612689,49.579782,-355,0.9484536082474226
3,4,60,3,3,Dinklage,49413,72.81,13410,6682,6728,184,0.0,1.0,2134.0,110.0,8.123768,52.661041,-46,0.9931629013079667
6,5,33,17,17,Weilburg,35781,57.51,13334,6681,6653,232,0.0,1.0,1882.1672793215403,109.8,8.263871,50.484433,28,1.004208627686758
5,5,54,64,64,Velen,46342,70.75,13304,6683,6621,188,0.0,2.0,1926.5,110.4,6.986506,51.894372,62,1.009364144389065
8,1,25,5014,102,Weinsberg,74189,22.22,13290,6673,6617,598,0.0,1.0,2836.152263880467,109.5,9.285758,49.150258,56,1.008463049720417
12,0,65,356,356,Zehdenick,16792,223.06,13283,6617,6666,60,0.0,2.0,2186.5,110.7,13.332283,52.979224,-49,0.9926492649264926
3,4,56,5403,27,Schüttorf,48465,19.45,13273,6661,6612,682,0.0,4.0,2608.071228431276,110.0,7.175182,52.391482,49,1.0074107683000606
3,2,51,40,40,Sulingen,27232,110.83,13268,6566,6702,120,0.0,1.0,1663.5,110.0,8.801224,52.682116,-136,0.979707549985079
5,5,58,36,36,Olfen,59399,52.43,13253,6369,6884,253,0.0,3.0,2502.5,110.4,7.38,51.708879,-515,0.9251888436955259
1,0,55,46,46,Fehmarn,23769,185.5,13247,6431,6816,71,0.0,3.0,2271.5487734994385,109.4,11.197614,54.4387,-385,0.9435152582159625
8,1,35,20,20,Herbrechtingen,89542,58.63,13247,6516,6731,226,0.0,3.0,2498.5,109.5,10.175775,48.621668,-215,0.9680582380032685
8,2,15,64,64,Östringen,76684,53.28,13241,6767,6474,249,0.0,3.0,2579.637111979806,109.5,8.712417,49.218783,293,1.045257954896509
5,7,62,8,8,Beverungen,37688,98.09,13238,6541,6697,135,0.0,2.0,1643.189734253363,110.4,9.372651,51.662804,-156,0.9767059877557115
12,0,69,17,17,Beelitz,14547,181.3,13219,6596,6623,73,0.0,1.0,2980.0,110.7,12.977691,52.232322,-27,0.9959232975992752
8,3,26,52,52,St. Georgen im Schwarzwald,78112,59.85,13122,6463,6659,219,0.0,2.0,2563.3946879301366,109.5,8.332259,48.126225,-196,0.9705661510737348
9,2,71,146,146,Plattling,94447,35.9,13121,6578,6543,365,0.0,2.0,2606.5,110.5,12.873601,48.776597,35,1.0053492281827907
8,3,37,116,116,Wehr,79664,35.64,13113,6419,6694,368,0.0,1.0,2790.402263880467,109.5,7.904562,47.629747,-275,0.9589184344188826
9,5,77,173,173,Treuchtlingen,91757,103.38,13112,6666,6446,127,0.0,2.0,2349.5,110.5,10.905634,48.9582,220,1.0341296928327646
6,4,40,23,23,Rosbach v. d. Höhe,61191,45.33,13110,6455,6655,289,0.0,5.0,2498.386975520225,109.8,8.692481,50.304532,-200,0.9699474079639369
9,1,71,111,111,Altötting,84503,23.07,13104,6221,6883,568,0.0,3.0,3034.0,110.5,12.67892,48.227986,-662,0.9038210082812727
15,0,82,377,377,Südliches Anhalt,6369,192.63,13081,6568,6513,68,0.0,2.0,1510.954749694436,110.7,12.072808,51.672095,55,1.008444649163212
6,5,31,8,8,Hungen,35410,86.78,13073,6427,6646,151,0.0,1.0,1892.0,109.8,8.901404,50.475592,-219,0.9670478483298225
6,5,33,7,7,Hadamar,65589,40.99,13042,6658,6384,318,0.0,4.0,2407.3945514705556,109.8,8.045892,50.44863,274,1.042919799498747
9,4,73,159,159,Rödental,96472,49.97,13033,6413,6620,261,0.0,3.0,2640.7704967833924,110.5,11.032458,50.290191,-207,0.9687311178247734
5,3,58,36,36,Linnich,52441,65.43,13015,6440,6575,199,0.0,2.0,1910.0,110.4,6.267275,50.978896,-135,0.979467680608365
9,1,87,182,182,Wasserburg a.Inn,83512,18.8,13004,6531,6473,692,0.0,1.0,3027.7856486840537,110.5,12.232253,48.060937,58,1.0089602966167155
5,3,66,36,36,Schleiden,53937,121.67,12977,6500,6477,107,0.0,3.0,2025.4321583030323,110.4,6.476481,50.529592,23,1.0035510267098966
9,3,72,153,153,Roding,93426,119.61,12972,6622,6350,108,0.0,2.0,2127.0,110.5,12.51827,49.193203,272,1.0428346456692914
13,0,72,6,6,Bad Doberan,18209,32.85,12954,6138,6816,394,0.0,4.0,1785.7046132348623,111.0,11.89935,54.106684,-678,0.9005281690140845
6,4,35,29,29,Wächtersbach,63607,50.79,12948,6432,6516,255,0.0,1.0,2266.0,109.8,9.292299,50.257679,-84,0.9871086556169429
15,0,86,140,140,Möckern,39291,524.85,12918,6533,6385,25,0.0,2.0,1453.704749694436,110.7,11.952694,52.139752,148,1.0231793265465936
8,1,18,5001,7,Besigheim,74354,16.83,12909,6463,6446,767,0.0,3.0,3799.0,109.5,9.140825,49.000174,17,1.0026372944461681
3,1,59,19,19,Herzberg am Harz,37412,71.88,12829,6314,6515,178,0.0,2.0,2179.83638033193,110.0,10.340023,51.65664,-201,0.9691481197237145
8,4,15,5005,78,Bad Urach,72574,55.42,12812,6352,6460,231,0.0,1.0,2276.652263880467,109.5,9.400021,48.493051,-108,0.98328173374613
3,2,51,42,42,Twistringen,27239,114.38,12779,6417,6362,112,0.0,2.0,1677.0,110.0,8.63877,52.799962,55,1.0086450801634705
8,3,25,5006,57,Sulz am Neckar,72172,87.62,12724,6351,6373,145,0.0,2.0,2311.8946879301366,109.5,8.632773,48.366375,-22,0.9965479366075631
9,5,71,145,145,Feuchtwangen,91555,137.21,12683,6372,6311,92,0.0,1.0,2204.2856486840537,110.5,10.331415,49.167757,61,1.009665663127872
9,5,74,132,132,Hersbruck,91217,22.9,12681,6182,6499,554,0.0,3.0,2846.5,110.5,11.429693,49.507981,-317,0.9512232651177104
5,9,58,48,48,Winterberg,59955,147.95,12671,6344,6327,86,0.0,3.0,1743.1821583030323,110.4,8.533102,51.194349,17,1.0026868974237395
8,4,25,5002,20,Blaubeuren,89143,79.11,12665,6384,6281,160,0.0,5.0,2815.0,109.5,9.783757,48.412587,103,1.0163986626333386
8,1,18,5002,71,Tamm,71732,8.78,12658,6340,6318,1442,0.0,1.0,3486.402263880467,109.5,9.117204,48.920183,22,1.0034821145932258
16,0,67,72,72,Waltershausen,99880,60.62,12650,6234,6416,209,0.0,5.0,1385.5,110.9,10.559244,50.900529,-182,0.9716334164588528
9,1,90,148,148,Schongau,86956,21.34,12648,6221,6427,593,0.0,1.0,2992.2856486840537,110.5,10.894702,47.815235,-206,0.9679477205539132
9,5,75,112,112,Bad Windsheim,91438,78.24,12643,6159,6484,162,0.0,4.0,2476.512920833069,110.5,10.4192,49.502758,-325,0.9498766193707588
5,7,62,32,32,Steinheim,32839,75.69,12612,6189,6423,167,0.0,2.0,1450.0,110.4,9.096625,51.866755,-234,0.9635684259691732
12,0,72,169,169,Jüterbog,14913,176.48,12612,6099,6513,71,0.0,2.0,1505.204749694436,110.7,13.081594,51.99201,-414,0.9364348226623675
1,0,51,11,11,Brunsbüttel,25541,65.21,12603,6321,6282,193,0.0,2.0,1931.5,109.4,9.13735,53.896932,39,1.0062082139446036
6,6,36,6,6,Hessisch Lichtenau,37235,105.72,12598,6355,6243,119,0.0,2.0,1774.6597033712096,109.8,9.720907,51.198577,112,1.0179400929040525
9,2,74,184,184,Vilsbiburg,84137,68.84,12584,6301,6283,183,0.0,2.0,3185.0,110.5,12.357548,48.451397,18,1.0028648734680885
6,6,34,1,1,Borken (Hessen),34582,82.46,12555,6303,6252,152,0.0,2.0,1780.9097033712096,109.8,9.287087,51.046041,51,1.0081573896353166
9,5,74,152,152,Röthenbach a.d.Pegnitz,90552,14.29,12531,6033,6498,877,0.0,2.0,3062.278072733723,110.5,11.238754,49.482066,-465,0.9284395198522623
5,7,70,36,36,Preußisch Oldendorf,32361,68.76,12531,6177,6354,182,0.0,1.0,1653.0,110.4,8.495612,52.306051,-177,0.9721435316336167
8,2,26,38,38,Ladenburg,68526,19.0,12517,6029,6488,659,0.0,1.0,2875.902263880467,109.5,8.610298,49.471947,-459,0.9292540073982737
16,0,66,92,92,Zella-Mehlis,98544,52.99,12514,6146,6368,236,0.0,2.0,1309.5,110.9,10.658023,50.663357,-222,0.9651381909547738
6,5,34,10,10,Gladenbach,35075,72.28,12513,6256,6257,173,0.0,1.0,1817.4172793215403,109.8,8.581836,50.769827,-1,0.9998401789995205
8,3,15,76,76,Neuenburg am Rhein,79395,44.1,12482,6200,6282,283,0.0,2.0,2580.6446879301366,109.5,7.559796,47.813974,-82,0.9869468322190386
12,0,65,332,332,Velten,16727,23.42,12424,6137,6287,530,0.0,1.0,3108.0,110.7,13.111985,52.696092,-150,0.976141243836488
8,1,27,5006,25,Gaildorf,74405,62.59,12408,6126,6282,198,0.0,1.0,2444.902263880467,109.5,9.76983,49.00045,-156,0.9751671442215855
13,0,76,60,60,Hagenow,19230,67.54,12399,6160,6239,184,0.0,1.0,1627.5,111.0,11.192521,53.432045,-79,0.9873377143773041
8,3,15,5017,113,Titisee-Neustadt,79822,89.64,12390,6080,6310,138,0.0,2.0,2360.8946879301366,109.5,8.208431,47.916511,-230,0.9635499207606973
9,1,75,115,115,Ebersberg,85560,40.84,12386,6032,6354,303,0.0,3.0,5653.0,110.5,11.968817,48.078429,-322,0.9493232609379918
12,0,64,44,44,Bad Freienwalde (Oder),16259,131.11,12360,6050,6310,94,0.0,1.0,1404.9623256447667,110.7,14.031047,52.788194,-260,0.9587955625990491
5,7,74,40,40,Bad Wünnenberg,33181,161.3,12341,6160,6181,77,0.0,5.0,1654.5,110.4,8.697601,51.517257,-21,0.9966024915062288
3,3,58,8,8,Bad Fallingbostel,29683,64.02,12340,6178,6162,193,0.0,3.0,2053.828804381599,110.0,9.693984,52.865924,16,1.0025965595585848
13,0,75,5,5,Anklam,17389,56.68,12312,5779,6533,217,0.0,1.0,1315.0,111.0,13.693003,53.855297,-754,0.8845859482626665
8,1,16,72,72,Wernau (Neckar),73249,10.89,12306,6063,6243,1130,0.0,3.0,3412.387111979806,109.5,9.421663,48.689366,-180,0.9711677078327727
14,7,29,140,140,Frohburg,4654,145.29,12305,6074,6231,85,0.0,3.0,1211.5,110.3,12.556473,51.057446,-157,0.9748034023431231
8,4,17,13,13,Burladingen,72393,123.31,12273,6092,6181,100,0.0,2.0,2222.1446879301366,109.5,9.1153,48.28913,-89,0.98560103543116
13,0,76,90,90,Ludwigslust,19288,78.64,12270,5881,6389,156,0.0,4.0,1617.9546132348623,111.0,11.497142,53.326305,-508,0.9204883393332289
9,5,71,136,136,Dinkelsbühl,91550,75.16,12267,5995,6272,163,0.0,2.0,2808.5,110.5,10.320207,49.068879,-277,0.9558354591836735
8,4,25,5007,71,Laichingen,89150,69.83,12250,6251,5999,175,0.0,1.0,2437.152263880467,109.5,9.685733,48.489445,252,1.0420070011668612
8,1,18,5007,70,Steinheim an der Murr,71711,23.18,12228,6077,6151,528,0.0,2.0,3900.5,109.5,9.259995,48.962627,-74,0.9879694358640871
9,3,76,141,141,Maxhütte-Haidhof,93142,34.69,12225,6108,6117,352,0.0,3.0,2740.5204967833924,110.5,12.093321,49.20199,-9,0.9985286905345758
9,2,71,141,141,Osterhofen,94486,111.16,12171,6060,6111,109,0.0,1.0,2405.5356486840537,110.5,13.022845,48.699902,-51,0.9916543937162494
12,0,70,296,296,Perleberg,19348,138.69,12108,5923,6185,87,0.0,4.0,1315.5,110.7,11.864297,53.076035,-262,0.9576394502829426
9,1,82,125,125,Miesbach,83714,32.44,12083,5888,6195,372,0.0,1.0,2699.7856486840537,110.5,11.834173,47.788844,-307,0.9504439063761098
13,0,75,5551,144,Wolgast,17438,61.73,12055,5867,6188,195,0.0,2.0,1467.4697651355164,111.0,13.774621,54.052886,-321,0.9481254040077569
12,0,67,124,124,Erkner,15537,16.53,11970,5645,6325,724,0.0,2.0,3128.5,110.7,13.754248,52.4197,-680,0.892490118577075
14,6,28,260,260,Neustadt in Sachsen,1844,83.12,11888,5710,6178,143,0.0,1.0,1140.3589717233335,110.3,14.214891,51.025462,-468,0.9242473292327614
5,3,34,20,20,Monschau,52156,94.6,11864,5813,6051,125,0.0,2.0,2140.0,110.4,6.239288,50.555279,-238,0.9606676582383077
1,0,53,83,83,Lauenburg/ Elbe,21481,9.56,11855,5903,5952,1240,0.0,2.0,3339.806349449769,109.4,10.554267,53.374189,-49,0.9917674731182796
8,2,26,5003,31,Hemsbach,69502,12.85,11828,5753,6075,920,0.0,1.0,3015.402263880467,109.5,8.656453,49.592797,-322,0.9469958847736626
6,4,39,12,12,Oestrich-Winkel,65375,59.51,11823,5729,6094,199,0.0,3.0,3431.0,109.8,8.00726,49.998444,-365,0.9401050213324581
8,1,25,5006,56,Lauffen am Neckar,74348,22.63,11816,5872,5944,522,0.0,3.0,2846.887111979806,109.5,9.150312,49.076213,-72,0.9878869448183042
8,1,25,58,58,Leingarten,74211,23.47,11816,5867,5949,503,0.0,2.0,2874.6446879301366,109.5,9.127562,49.143857,-82,0.9862161707850059
8,2,25,5001,109,Walldürn,74731,105.91,11813,6015,5798,112,0.0,2.0,1833.0,109.5,9.368531,49.582516,217,1.0374266988616765
5,9,62,48,48,Neuenrade,58809,54.1,11793,5826,5967,218,0.0,2.0,1908.689734253363,110.4,7.77967,51.281925,-141,0.9763700351935646
14,5,21,5140,710,Zwönitz,8297,64.24,11786,5727,6059,183,0.0,2.0,1449.6013957730029,110.3,12.811053,50.630002,-332,0.9452054794520548
9,2,75,126,126,Hauzenberg,94051,82.79,11781,5842,5939,142,0.0,1.0,1851.5,110.5,13.625401,48.65453,-97,0.9836672840545546
12,0,70,316,316,Pritzwalk,16928,167.32,11777,5765,6012,70,0.0,5.0,1727.4320218434514,110.7,12.055363,53.118372,-247,0.958915502328676
5,9,66,8,8,Drolshagen,57489,67.11,11763,5902,5861,175,0.0,6.0,1898.0,110.4,7.775835,51.024727,41,1.0069953932775977
8,1,36,5002,10,Bopfingen,73441,76.96,11755,5811,5944,153,0.0,2.0,2480.3946879301366,109.5,10.351593,48.857911,-133,0.9776244952893675
16,0,75,85,85,Pößneck,7381,24.43,11752,5631,6121,481,0.0,3.0,1771.3738507048256,110.9,11.591589,50.695668,-490,0.9199477209606274
15,0,88,20,20,Bad Dürrenberg,6231,36.15,11752,5744,6008,325,0.0,3.0,1534.5,110.7,12.068592,51.292022,-264,0.9560585885486018
9,7,76,117,117,Lindenberg i.Allgäu,88161,11.84,11739,5780,5959,991,0.0,1.0,2985.7856486840537,110.5,9.885042,47.602267,-179,0.969961402919953
6,4,39,4,4,Geisenheim,65366,40.34,11699,5757,5942,290,0.0,2.0,2393.4097033712096,109.8,7.965681,49.983339,-185,0.9688657017839112
16,0,69,24,24,Hildburghausen,98646,72.89,11689,5802,5887,160,0.0,2.0,1530.5,110.9,10.729007,50.425612,-85,0.9855614064888738
8,1,25,5013,86,Schwaigern,74193,49.49,11687,5857,5830,236,0.0,2.0,2543.3946879301366,109.5,9.056965,49.141683,27,1.004631217838765
5,5,58,8,8,Billerbeck,48727,91.36,11681,5788,5893,128,0.0,1.0,1773.6973102036936,110.4,7.290998,51.977524,-105,0.9821822501272697
9,1,86,5156,122,Geisenfeld,85290,88.3,11605,6033,5572,131,0.0,3.0,3729.5,110.5,11.612053,48.684143,461,1.082735104091888
15,0,83,565,565,Wolmirstedt,39326,54.27,11602,5571,6031,214,0.0,2.0,2228.454749694436,110.7,11.521853,52.23455,-460,0.9237274083899851
8,4,17,5005,44,Meßstetten,72469,76.8,11560,5858,5702,151,0.0,3.0,1996.0,109.5,8.963167,48.180979,156,1.0273588214661522
3,1,51,40,40,Wittingen,29378,225.83,11489,5783,5706,51,0.0,2.0,1807.5863803319298,110.0,10.740212,52.72877,77,1.0134945671223274
15,0,91,60,60,Coswig (Anhalt),6869,295.71,11488,5767,5721,39,0.0,3.0,1348.9471737441054,110.7,12.457663,51.885582,46,1.0080405523509877
15,0,91,110,110,Gräfenhainichen,6773,159.55,11446,5541,5905,72,0.0,3.0,1532.1971737441054,110.7,12.455564,51.72918,-364,0.9383573243014395
9,1,89,157,157,Trostberg,83308,51.55,11444,5583,5861,222,0.0,3.0,3125.5,110.5,12.557057,48.027285,-278,0.9525678211909231
14,6,26,85,85,Ebersbach-Neugersdorf,2730,20.45,11441,5494,5947,559,0.0,2.0,1498.6013957730029,110.3,14.582746,51.009334,-453,0.9238271397343198
6,4,39,2,2,Bad Schwalbach,65307,40.27,11430,5627,5803,284,0.0,5.0,2524.136975520225,109.8,8.069825,50.140276,-176,0.9696708599000518
